salesperson_id,sales_value,sales_date,sales_region,sales_channel,sales_quantity,customer_name,customer_email,customer_country
810,4360.4,7/25/2021,South America,Distributor,273,Ira O'Doghesty,iodoghestymh@house.gov,Canada
811,1489.36,3/24/2021,Africa,Distributor,578,Deana MacMearty,dmacmeartymi@harvard.edu,Sweden
812,9580.37,10/25/2021,North America,In-store,1,Lorinda Phillips,lphillipsmj@unicef.org,Brazil
813,3320.57,3/13/2021,Africa,Online,53,Valencia Bassill,vbassillmk@patch.com,United States
814,2962.37,3/2/2021,Europe,Online,887,Mellie Trewhela,mtrewhelaml@deviantart.com,China
815,1236.81,2/6/2021,Asia,Distributor,591,Devi Densham,ddenshammm@simplemachines.org,South Africa
816,9380.37,4/28/2021,Europe,Distributor,267,Farly Shynn,fshynnmn@harvard.edu,Norway
817,2503.48,9/17/2021,Asia,Online,833,Myrtice Shatliffe,mshatliffemo@ifeng.com,Indonesia
818,9986.82,12/2/2021,North America,Distributor,514,Paulie Brunone,pbrunonemp@netvibes.com,Uganda
819,5647.6,7/24/2021,Asia,Direct sales,82,Cati Lambal,clambalmq@disqus.com,Russia
820,681.54,4/28/2021,North America,In-store,255,Chloris McGourty,cmcgourtymr@mozilla.com,Argentina
821,5516.8,3/9/2021,Asia,Direct sales,571,Jourdan Roney,jroneyms@examiner.com,Indonesia
822,97.72,1/14/2021,Asia,In-store,55,Cissy Eberle,ceberlemt@lycos.com,China
823,5548.22,11/21/2021,Europe,Online,883,Fair Corcoran,fcorcoranmu@cbsnews.com,Canada
824,4129.29,6/29/2021,Africa,Distributor,159,Carter Olenikov,colenikovmv@latimes.com,Indonesia
825,207.18,6/26/2021,Africa,Distributor,32,Annalise Erricker,aerrickermw@accuweather.com,France
826,7260.06,2/17/2021,Asia,Direct sales,786,Sherilyn Byne,sbynemx@salon.com,Vietnam
827,9366.57,8/12/2021,South America,Distributor,365,Sharia Menlove,smenlovemy@vkontakte.ru,Czech Republic
828,4508.78,8/31/2021,South America,Online,364,Anett Pickworth,apickworthmz@behance.net,France
829,1447.81,9/17/2021,North America,In-store,61,Jozef Weatherhead,jweatherheadn0@freewebs.com,China
830,9725.96,2/12/2021,Asia,Direct sales,228,Arlin Meatyard,ameatyardn1@nymag.com,Indonesia
831,9293.16,11/16/2021,Africa,Online,846,Jacquetta Keenor,jkeenorn2@europa.eu,Italy
832,6786.77,1/15/2021,Asia,Online,31,Debee Pudding,dpuddingn3@pinterest.com,Czech Republic
833,9914.03,3/5/2021,North America,In-store,611,Amye Dyerson,adyersonn4@princeton.edu,Portugal
834,5803.56,4/15/2021,South America,Online,705,Alida Chateau,achateaun5@ft.com,Egypt
835,4480.69,12/5/2021,North America,In-store,874,Alyssa Claibourn,aclaibournn6@gnu.org,France
836,57.78,6/12/2021,Europe,Online,977,Francisca Klainman,fklainmann7@hexun.com,China
837,8346.13,9/27/2021,Asia,Direct sales,578,Doria Vannacci,dvannaccin8@delicious.com,Indonesia
838,4264.15,6/5/2021,Europe,Direct sales,831,Zebulen Buss,zbussn9@npr.org,Portugal
839,2216.65,8/8/2021,South America,Online,573,Melisenda Esp,mespna@state.gov,Indonesia
840,8774.13,11/15/2021,North America,Online,875,Farra Boow,fboownb@linkedin.com,Indonesia
841,6311.18,10/13/2021,Europe,Distributor,702,Willetta Schrir,wschrirnc@wix.com,China
842,3979.16,4/18/2021,North America,Distributor,385,Alejoa Candey,acandeynd@about.me,Russia
843,346.26,11/23/2021,South America,Distributor,355,Liuka Bouchard,lbouchardne@nasa.gov,Hungary
844,1615.28,9/20/2021,Africa,Direct sales,320,Elihu Greatbank,egreatbanknf@clickbank.net,Netherlands
845,4912.12,10/17/2021,Europe,In-store,117,Miran Stockall,mstockallng@liveinternet.ru,Armenia
846,9995.54,10/23/2021,Africa,Online,593,Devlen Norbury,dnorburynh@weebly.com,Sweden
847,5297.16,7/29/2021,Africa,Distributor,103,Valentijn Sliman,vslimanni@bandcamp.com,China
848,5764.29,10/16/2021,South America,Distributor,840,Filia Judron,fjudronnj@google.ca,China
849,6415.32,8/4/2021,North America,Direct sales,117,Julissa Spellworth,jspellworthnk@un.org,Poland
850,778.45,9/8/2021,Europe,Distributor,744,Corney O'Doherty,codohertynl@unicef.org,China
851,87.7,4/8/2021,Europe,Direct sales,127,Guthrey Gross,ggrossnm@dell.com,Czech Republic
852,2693.07,2/21/2021,Europe,Online,821,Reggi Greenan,rgreenannn@biglobe.ne.jp,Colombia
853,9561.78,10/17/2021,Europe,Online,190,Mersey Van Dijk,mvanno@example.com,Mexico
854,6844.52,10/15/2021,Europe,In-store,865,Edan Floris,eflorisnp@4shared.com,Portugal
855,6391.09,9/26/2021,South America,In-store,951,Michel Challiss,mchallissnq@yelp.com,China
856,2870.89,11/3/2021,South America,Distributor,996,Ruddie Serle,rserlenr@photobucket.com,Canada
857,6790.55,3/17/2021,North America,In-store,224,Frayda Sproule,fsproulens@answers.com,Greece
858,1031.81,7/15/2021,Asia,In-store,346,Garth Ashelford,gashelfordnt@vimeo.com,Indonesia
859,2085.61,8/1/2021,South America,Distributor,851,Anallese Das,adasnu@pinterest.com,Russia
860,4140.65,6/29/2021,Africa,Distributor,725,Hazlett Rafe,hrafenv@mapquest.com,United States
861,914.07,5/10/2021,Africa,Online,205,Zacharia Sainteau,zsainteaunw@indiatimes.com,China
862,7495.09,11/17/2021,Africa,In-store,814,Derwin Spurdens,dspurdensnx@symantec.com,China
863,5375.67,9/20/2021,North America,Direct sales,905,Kerianne Lis,klisny@ftc.gov,Israel
864,4727.63,3/23/2021,North America,Online,307,Mellisent Bodicum,mbodicumnz@edublogs.org,Indonesia
865,5189.2,1/23/2021,Asia,Direct sales,97,Myrta Edgson,medgsono0@nature.com,Philippines
866,1942.8,3/10/2021,Africa,Direct sales,252,Andriette Barrabeale,abarrabealeo1@amazon.de,Tanzania
867,9172.75,1/29/2021,Europe,Distributor,37,Flem Skeels,fskeelso2@photobucket.com,France
868,710.35,9/18/2021,North America,Distributor,424,Hailey Rugge,hruggeo3@posterous.com,Kazakhstan
869,6263.76,10/21/2021,Europe,In-store,867,Sydney Cordes,scordeso4@ebay.com,Germany
870,1466.43,10/10/2021,Asia,Direct sales,961,Gwyneth Cusworth,gcuswortho5@biglobe.ne.jp,Indonesia
871,4376.65,10/27/2021,South America,Direct sales,42,Dougy Baudacci,dbaudaccio6@mediafire.com,Madagascar
872,1485.65,9/30/2021,North America,Distributor,983,Hunt Phillcox,hphillcoxo7@blogs.com,Bangladesh
873,7299.05,9/28/2021,Asia,Online,275,Innis Devons,idevonso8@woothemes.com,Greece
874,9905.94,12/25/2021,North America,Distributor,649,Davide Budibent,dbudibento9@youtu.be,China
875,1748.92,1/4/2021,North America,Online,415,Biron Gartery,bgarteryoa@technorati.com,China
876,5191.2,1/16/2021,South America,Online,969,Roberta Priddis,rpriddisob@youtu.be,China
877,3629.15,10/31/2021,Africa,Direct sales,312,Waylin Egginson,wegginsonoc@fastcompany.com,South Africa
878,8591.26,4/15/2021,Africa,Direct sales,753,Randolph Norker,rnorkerod@spiegel.de,Philippines
879,4410.57,10/8/2021,Africa,Distributor,674,Ulric Pfiffer,upfifferoe@umn.edu,Malaysia
880,8354.67,8/4/2021,South America,Direct sales,306,Ralf Mansfield,rmansfieldof@over-blog.com,China
881,9967.22,8/8/2021,North America,In-store,470,Mord Klimmek,mklimmekog@sogou.com,Poland
882,4744.69,1/21/2021,Asia,In-store,305,Jen Nisbet,jnisbetoh@yahoo.co.jp,Japan
883,5496.89,5/25/2021,Africa,Online,271,Pamella Ciccarelli,pciccarellioi@quantcast.com,Indonesia
884,5835.73,2/3/2021,Asia,Distributor,728,Mallissa Shelton,msheltonoj@stumbleupon.com,Finland
885,8041.32,6/28/2021,Asia,In-store,148,Nanine Ashling,nashlingok@narod.ru,Peru
886,6973.63,2/24/2021,South America,Online,383,Estella Andor,eandorol@google.com,Portugal
887,3248.36,12/2/2021,North America,Direct sales,480,Hesther O'Fallowne,hofallowneom@tinypic.com,Portugal
888,449.07,6/16/2021,Asia,Distributor,216,Phedra Heinz,pheinzon@delicious.com,Philippines
889,2370.88,5/1/2021,Africa,Direct sales,461,Kizzie Windybank,kwindybankoo@cisco.com,Argentina
890,3617.26,3/22/2021,Europe,Direct sales,228,Mano Bratty,mbrattyop@icq.com,Portugal
891,9833.41,1/26/2021,North America,In-store,732,Sidnee Dingwall,sdingwalloq@miibeian.gov.cn,France
892,627.98,1/24/2021,South America,Distributor,471,Mendel Cano,mcanoor@globo.com,Indonesia
893,4773.53,2/13/2021,Africa,Distributor,524,Bealle Purdom,bpurdomos@loc.gov,China
894,4800.7,9/28/2021,Africa,In-store,3,Templeton Houldcroft,thouldcroftot@quantcast.com,France
895,788.94,3/14/2021,South America,In-store,787,Rosamund Sheirlaw,rsheirlawou@typepad.com,Brazil
896,9822.93,4/8/2021,Africa,Direct sales,435,Wilden Benardet,wbenardetov@vistaprint.com,China
897,3579.51,6/10/2021,Africa,Distributor,943,Judah Cloonan,jcloonanow@sourceforge.net,Sweden
898,1953.99,2/9/2021,North America,Online,351,Matias Rider,mriderox@moonfruit.com,Saint Lucia
899,5310.29,4/14/2021,North America,Direct sales,232,Anette Sackes,asackesoy@cocolog-nifty.com,Philippines
900,2638.69,9/30/2021,Europe,Direct sales,517,Clevey Attryde,cattrydeoz@topsy.com,Serbia
901,7728.76,3/6/2021,Europe,Online,705,Dorolisa Stollery,dstolleryp0@de.vu,China
902,9106.29,3/21/2021,South America,Online,140,Faber Simione,fsimionep1@auda.org.au,Poland
903,3601.06,10/19/2021,Africa,Distributor,79,Kerry Klainman,kklainmanp2@msu.edu,China
904,7639.67,11/2/2021,North America,Distributor,348,Riannon Demer,rdemerp3@paginegialle.it,China
905,814.77,2/24/2021,North America,Online,646,Mano Rabb,mrabbp4@youku.com,Ukraine
906,2313.37,10/2/2021,Asia,In-store,621,Roberto Essame,ressamep5@i2i.jp,Mexico
907,3264.93,12/1/2021,Asia,Online,172,Kandy Barnardo,kbarnardop6@sakura.ne.jp,Brazil
908,8015.18,10/28/2021,Africa,Direct sales,762,Oriana Goatman,ogoatmanp7@pbs.org,Papua New Guinea
909,8719.59,4/30/2021,North America,Direct sales,299,Clotilda Dellenbroker,cdellenbrokerp8@cocolog-nifty.com,Philippines
910,9933.41,7/18/2021,Europe,Direct sales,730,Alexine Bentham,abenthamp9@lycos.com,Honduras
911,3017.57,11/13/2021,North America,Online,912,Siegfried Bonevant,sbonevantpa@phpbb.com,Russia
912,3148.09,11/25/2021,Africa,In-store,496,Jose Heelis,jheelispb@csmonitor.com,Indonesia
913,2477.06,4/16/2021,Europe,Online,64,Jillene Illingworth,jillingworthpc@youtube.com,Portugal
914,627.78,4/9/2021,Africa,Online,762,Ryley Dicte,rdictepd@yale.edu,Sweden
915,7884.88,11/29/2021,Africa,In-store,967,Phil Bresnahan,pbresnahanpe@ucla.edu,Uzbekistan
916,2788.88,4/25/2021,Europe,Distributor,833,Teodor Rudd,truddpf@blog.com,China
917,210.73,5/1/2021,South America,Direct sales,518,Hilario MacCallester,hmaccallesterpg@wiley.com,Brazil
918,9148.32,3/13/2021,Africa,Distributor,308,Gearard Simek,gsimekph@baidu.com,Poland
919,2438.07,12/29/2021,Europe,In-store,527,Fleurette Haisell,fhaisellpi@weather.com,Kazakhstan
920,4957.99,12/16/2021,North America,Distributor,295,Brigit Liebrecht,bliebrechtpj@drupal.org,China
921,3570.82,9/24/2021,South America,Direct sales,250,Moina Tofanelli,mtofanellipk@nasa.gov,Philippines
922,7233.25,3/8/2021,South America,Direct sales,685,Lynde Balassi,lbalassipl@vk.com,New Zealand
923,4403.8,12/20/2021,South America,Direct sales,533,Conchita Wicken,cwickenpm@constantcontact.com,Georgia
924,8748.8,2/13/2021,Europe,Online,132,Vina Tackell,vtackellpn@hao123.com,France
925,4074.19,10/14/2021,Africa,Online,906,Karlyn Polini,kpolinipo@paginegialle.it,Russia
926,5227.93,3/29/2021,North America,In-store,360,Tiler Feldklein,tfeldkleinpp@paginegialle.it,Cameroon
927,2442.3,3/10/2021,Asia,Direct sales,225,Goldia O'Nion,gonionpq@fastcompany.com,Brazil
928,6984.17,7/7/2021,South America,Direct sales,477,Vassili Youde,vyoudepr@marketwatch.com,Sweden
929,2301.5,9/19/2021,Europe,Online,259,Madge Muglestone,mmuglestoneps@army.mil,United States
930,7303.51,7/29/2021,North America,Distributor,687,Kiley Jordeson,kjordesonpt@gmpg.org,Philippines
931,5771.89,11/19/2021,Europe,In-store,50,Blondelle Penwell,bpenwellpu@columbia.edu,China
932,76.71,11/20/2021,Asia,Distributor,111,Erinn Bryett,ebryettpv@nsw.gov.au,Indonesia
933,1648.27,7/2/2021,South America,In-store,37,Odette Birden,obirdenpw@wisc.edu,China
934,8778.26,1/19/2021,North America,In-store,653,Jordan Graundisson,jgraundissonpx@hud.gov,Brazil
935,5721.82,9/13/2021,Africa,Direct sales,155,Elliott Gladeche,egladechepy@dell.com,China
936,4962.95,3/13/2021,North America,Online,863,Idaline Maggi,imaggipz@discuz.net,Tanzania
937,9257.77,2/6/2021,Africa,Direct sales,310,Meggy Braiden,mbraidenq0@sogou.com,China
938,4304.69,11/28/2021,South America,Online,700,Traver Ganing,tganingq1@nsw.gov.au,Ireland
939,2794.23,5/15/2021,Africa,Distributor,697,Viki Duddin,vduddinq2@theatlantic.com,Japan
940,5800.7,11/15/2021,Africa,Direct sales,246,Talya Griswaite,tgriswaiteq3@ning.com,Greece
941,6341.73,5/23/2021,Africa,Distributor,286,Cinnamon Salack,csalackq4@furl.net,Dominican Republic
942,4482.33,5/6/2021,Europe,Online,309,Sutherlan Jeeks,sjeeksq5@godaddy.com,China
943,441.05,7/1/2021,South America,Direct sales,942,Valentia Cheetam,vcheetamq6@mayoclinic.com,China
944,9440.02,5/10/2021,North America,Direct sales,153,Emelen Broseke,ebrosekeq7@about.me,Colombia
945,6578.25,8/7/2021,Asia,Direct sales,912,Sisely Dumphy,sdumphyq8@freewebs.com,Angola
946,4375.88,6/29/2021,Europe,In-store,748,Ekaterina Branchet,ebranchetq9@ow.ly,Palestinian Territory
947,9444.79,12/15/2021,North America,In-store,129,Mordy Tulk,mtulkqa@europa.eu,Indonesia
948,5215.51,9/30/2021,North America,Online,37,Eleni Busk,ebuskqb@pbs.org,Indonesia
949,8179.98,9/19/2021,North America,Distributor,847,Reed Hinckes,rhinckesqc@bloglovin.com,Czech Republic
950,9867.98,3/20/2021,Asia,Online,432,Harwilll Weatherhogg,hweatherhoggqd@cisco.com,Philippines
951,9426.05,1/16/2021,Europe,Distributor,397,Pincus Greenshields,pgreenshieldsqe@prweb.com,Philippines
952,2650.55,9/21/2021,Africa,Online,263,Celestine Phinn,cphinnqf@homestead.com,Nigeria
953,75.88,4/1/2021,Africa,In-store,63,Rosamund Van Hove,rvanqg@spiegel.de,China
954,7919.23,10/14/2021,South America,Direct sales,558,Cassandre Oldroyde,coldroydeqh@usgs.gov,France
955,7317.91,12/20/2021,North America,In-store,459,Patrick Tandy,ptandyqi@usnews.com,China
956,979.1,8/19/2021,North America,In-store,649,Randene Sweeny,rsweenyqj@cocolog-nifty.com,Poland
957,8377.45,8/26/2021,Europe,Online,533,Cristabel Andren,candrenqk@pen.io,Poland
958,7075.68,1/28/2021,South America,Online,864,Kailey Balmforth,kbalmforthql@usgs.gov,Mauritania
959,5694.72,10/24/2021,North America,In-store,535,Peirce Needs,pneedsqm@mysql.com,Slovenia
960,5704.09,5/29/2021,Europe,Distributor,783,Colin Lindell,clindellqn@blogs.com,Indonesia
961,4291.46,2/21/2021,Asia,Distributor,769,Mitchell Ripley,mripleyqo@mtv.com,Russia
962,2879.48,10/20/2021,Asia,Direct sales,245,Harcourt Hundal,hhundalqp@smh.com.au,Japan
963,3114.68,6/11/2021,Asia,Distributor,102,Winni Reichhardt,wreichhardtqq@51.la,China
964,6780.18,9/17/2021,South America,In-store,215,Osbourn Trussler,otrusslerqr@wp.com,Indonesia
965,4793.38,8/16/2021,South America,Distributor,724,Chelsea Elnough,celnoughqs@issuu.com,China
966,3422.4,7/23/2021,Asia,Distributor,831,Roley Harbert,rharbertqt@icq.com,Indonesia
967,8557.68,2/15/2021,Europe,Online,294,Yardley Zincke,yzinckequ@nature.com,Republic of the Congo
968,3841.55,3/13/2021,Europe,Online,685,Rici Axton,raxtonqv@mozilla.com,Indonesia
969,8521.71,9/25/2021,South America,Distributor,831,Solomon Sherwood,ssherwoodqw@scientificamerican.com,China
970,1493.96,12/15/2021,Europe,Direct sales,231,Skye Da Costa,sdaqx@skype.com,Portugal
971,2590.91,5/3/2021,Europe,Online,480,Bartholomeus Saffrin,bsaffrinqy@reddit.com,Mexico
972,6203.86,3/4/2021,Africa,In-store,917,Alexia Lancashire,alancashireqz@alexa.com,Canada
973,880.63,8/26/2021,North America,Online,364,Carlyn Crowe,ccrower0@yellowbook.com,Poland
974,493.5,12/13/2021,North America,Direct sales,603,Ernst O'Flannery,eoflanneryr1@pbs.org,China
975,3440.31,4/12/2021,North America,In-store,922,Randie Sturgeon,rsturgeonr2@so-net.ne.jp,Sweden
976,6708.23,3/19/2021,Africa,Online,935,Kamilah Wheatland,kwheatlandr3@accuweather.com,Ghana
977,8482.91,5/4/2021,Europe,In-store,723,Baxy Pirt,bpirtr4@hatena.ne.jp,Philippines
978,6563.72,12/19/2021,Europe,In-store,419,Carlina Formoy,cformoyr5@printfriendly.com,Russia
979,2833.4,11/22/2021,Africa,Distributor,336,Temp Bottoner,tbottonerr6@360.cn,China
980,9478.67,11/23/2021,Asia,In-store,91,Lonny Galey,lgaleyr7@answers.com,China
981,8492.74,7/1/2021,Africa,Direct sales,511,Willi Shimwell,wshimwellr8@shareasale.com,Vietnam
982,253.76,7/7/2021,South America,Online,326,Carina Sabie,csabier9@t-online.de,Russia
983,1400.46,9/2/2021,Africa,Distributor,805,Corinne Shirtliff,cshirtliffra@nature.com,China
984,6602.98,7/10/2021,North America,Distributor,222,Gayelord Sagar,gsagarrb@privacy.gov.au,Philippines
985,7383.25,1/17/2021,South America,Direct sales,412,Wenda Hogsden,whogsdenrc@sciencedirect.com,Pakistan
986,9504.89,2/5/2021,South America,Online,145,Bamby Jayume,bjayumerd@cam.ac.uk,Sweden
987,4487.9,8/5/2021,Europe,Distributor,432,Yardley Lewsey,ylewseyre@wunderground.com,Chad
988,7156.92,1/8/2021,North America,Online,83,Oralie Bohea,obohearf@com.com,Indonesia
989,7060.9,7/22/2021,North America,In-store,459,Samaria Chippin,schippinrg@umn.edu,China
990,924.36,5/15/2021,Africa,Distributor,40,Selia Sollam,ssollamrh@ucoz.com,China
991,3564.54,9/4/2021,Africa,Distributor,578,Trey Epinoy,tepinoyri@homestead.com,China
992,7547.8,1/7/2021,North America,Online,352,Gerrilee Caban,gcabanrj@mediafire.com,Mexico
993,374.57,10/13/2021,South America,Distributor,192,Livia Lyston,llystonrk@yellowpages.com,China
994,1820.22,12/18/2021,Europe,Distributor,514,Neddy Berresford,nberresfordrl@wunderground.com,China
995,2628.37,10/16/2021,North America,Direct sales,52,Mahala Illidge,millidgerm@123-reg.co.uk,China
996,2495.02,10/5/2021,Africa,Direct sales,399,Dorothy Kittredge,dkittredgern@liveinternet.ru,China
997,9575.61,9/28/2021,Europe,In-store,495,Emmalee De Filippo,edero@geocities.com,China
998,4224.83,10/31/2021,North America,In-store,872,Jessa Beckhurst,jbeckhurstrp@newyorker.com,Poland
999,4868.25,8/4/2021,North America,Online,367,Anna Brownlee,abrownleerq@guardian.co.uk,Indonesia
1000,1493.04,7/28/2021,South America,Distributor,187,Dore Baudts,dbaudtsrr@quantcast.com,France
